row_label,column_header,value_raw,value,entity_id,entity_name,source_file,page,table_index,table_title,currency,unit_scale
Net Asset Value per share (euro),of,6.89,6.89,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
EPRA Net Reinstatement Value per share (euro)?,of,7.38,7.38,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Number of shares for Net Asset Value/EPRA Net Reinstatement Value,of,"712,357,309",712357309.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
in € thousand,of.1,2023,2023.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Non-current assets,of.1,"6,993,897",6993897.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Investment property,of.1,"6,824,990",6824990.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
- Investment property in use,of.1,"6,627,247",6627247.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
- Investment property under development,of.1,"197,743",197743.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Goodwill,of.1,"76,804",76804.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Deferred tax assets,of.1,"63,555",63555.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
"Property, plant and equipment!",of.1,"4,745",4745.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Other long-term assets!,of.1,"11,562",11562.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Derivative financial assets at fair value through profit or loss,of.1,"12,241",12241.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Current assets,of.1,"458,577",458577.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Trade and other receivables,of.1,"93,465",93465.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Inventory property,of.1,"17,266",17266.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Cash and cash equivalents,of.1,"338,519",338519.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Derivative financial assets at fair value through profit or loss,of.1,"9,327",9327.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Assets held for sale,of.1,"160,915",160915.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
TOTAL ASSETS,of.1,"7,613,389",7613389.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
TOTAL SHAREHOLDERS' EQUITY,of.1,"4,304,761",4304761.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Equity attributable to equity holders,of.1,"4,304,761",4304761.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Share capital,of.1,"6,608",6608.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Share premium,of.1,"3,137,063",3137063.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Other reserves,of.1,"(7,637)",-7637.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Accumulated profit,of.1,"1,168,727",1168727.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Total liabilities,of.1,"3,308,628",3308628.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Non-current liabilities,of.1,"2,582,925",2582925.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Bank loans,of.1,"517,898",517898.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Bonds,of.1,"1,485,621",1485621.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Deferred tax liabilities,of.1,"471,691",471691.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Lease liabilities,of.1,"54,974",54974.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Loans from third parties,of.1,"16,667",16667.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Other long-term liabilities,of.1,"36,074",36074.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Current liabilities,of.1,"722,037",722037.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Trade and other payables,of.1,"154,333",154333.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Income tax payable,of.1,"20,187",20187.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Bank loans,of.1,"15,823",15823.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Bonds,of.1,"513,410",513410.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Lease liabilities,of.1,"1,546",1546.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Loans from third parties,of.1,"16,738",16738.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Liabilities directly associated with assets held for sale,of.1,"3,666",3666.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
TOTAL EQUITY AND LIABILITIES,of.1,"7,613,389",7613389.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Net Asset Value per share (euro),of.1,6.51,6.51,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
EPRA Net Reinstatement Value per share (euro)?,of.1,6.98,6.98,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Number of shares for Net Asset Value/EPRA Net Reinstatement Value,of.1,"660,826,020",660826020.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,1,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Gross rental income,31 Dec 2024,"566,069",566069.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Service charge income,31 Dec 2024,"259,563",259563.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Property operating expenses,31 Dec 2024,"(278,741)",-278741.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Revenue from energy activity,31 Dec 2024,"9,048",9048.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Net rental and related income,31 Dec 2024,"555,939",555939.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Administrative expenses,31 Dec 2024,"(35,193)",-35193.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Revenue from sales of inventory property,31 Dec 2024,"18,680",18680.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Cost of sales of inventory property,31 Dec 2024,"(13,546)",-13546.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
EBIT',31 Dec 2024,"525,880",525880.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Fair value adjustments of investment property,31 Dec 2024,"195,380",195380.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Foreign exchange loss,31 Dec 2024,(158),-158.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Gain on disposal of assets held for sale,31 Dec 2024,"25,934",25934.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Profit before net finance costs and other items,31 Dec 2024,"747,036",747036.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Finance income,31 Dec 2024,"19,907",19907.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Finance costs,31 Dec 2024,"(100,144)",-100144.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
"Bank charges, commissions, and fees",31 Dec 2024,"(4,381)",-4381.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Fair value adjustments of derivatives,31 Dec 2024,"(12,818)",-12818.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Profit before tax,31 Dec 2024,"649,600",649600.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Income tax expense,31 Dec 2024,"(62,035)",-62035.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Current tax expense,31 Dec 2024,"(30,563)",-30563.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Deferred tax expense,31 Dec 2024,"(31,472)",-31472.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Profit after tax,31 Dec 2024,"587,565",587565.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Total comprehensive income for the year,31 Dec 2024,"587,565",587565.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Equity holders of the parent,31 Dec 2024,"587,565",587565.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Equity holders of the parent,31 Dec 2024,"587,565",587565.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Basic weighted average number of shares,31 Dec 2024,"670,058,874",670058874.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Diluted weighted average number of shares,31 Dec 2024,"671,468,377",671468377.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Basic earnings per share (euro cents) attributable to equity holders,31 Dec 2024,87.69,87.69,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Diluted earnings per share (euro cents) attributable to equity holders,31 Dec 2024,87.50,87.5,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Gross rental income,31 Dec 2023,"510,103",510103.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Service charge income,31 Dec 2023,"254,369",254369.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Property operating expenses,31 Dec 2023,"(273,263)",-273263.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Revenue from energy activity,31 Dec 2023,-,0.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Net rental and related income,31 Dec 2023,"491,209",491209.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Administrative expenses,31 Dec 2023,"(33,369)",-33369.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Revenue from sales of inventory property,31 Dec 2023,"9,808",9808.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Cost of sales of inventory property,31 Dec 2023,"(7,076)",-7076.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
EBIT',31 Dec 2023,"460,572",460572.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Fair value adjustments of investment property,31 Dec 2023,"164,470",164470.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Foreign exchange loss,31 Dec 2023,"(1,187)",-1187.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Gain on disposal of assets held for sale,31 Dec 2023,"5,641",5641.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Profit before net finance costs and other items,31 Dec 2023,"629,496",629496.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Finance income,31 Dec 2023,"6,891",6891.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Finance costs,31 Dec 2023,"(69,052)",-69052.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
"Bank charges, commissions, and fees",31 Dec 2023,"(3,297)",-3297.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Fair value adjustments of derivatives,31 Dec 2023,"(17,376)",-17376.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Profit before tax,31 Dec 2023,"546,662",546662.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Income tax expense,31 Dec 2023,"(69,861)",-69861.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Current tax expense,31 Dec 2023,"(28,334)",-28334.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Deferred tax expense,31 Dec 2023,"(41,527)",-41527.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Profit after tax,31 Dec 2023,"476,801",476801.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Total comprehensive income for the year,31 Dec 2023,"476,801",476801.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Equity holders of the parent,31 Dec 2023,"476,801",476801.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Equity holders of the parent,31 Dec 2023,"476,801",476801.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Basic weighted average number of shares,31 Dec 2023,"633,150,875",633150875.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Diluted weighted average number of shares,31 Dec 2023,"634,211,475",634211475.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Basic earnings per share (euro cents) attributable to equity holders,31 Dec 2023,75.31,75.31,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Diluted earnings per share (euro cents) attributable to equity holders,31 Dec 2023,75.18,75.18,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,2,0,,EUR,
Balance at 1 January 2023,Share capital,"6,070",6070.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,3,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
Transactions with owners,Share capital,538,538.0,E13,NEPI Rockcastle,NEPI_Rockcastle_-_23&24.pdf,3,0,NEPI Rockcastle N.V. Annual Report 2024,EUR,
