row_label,column_header,value_raw,value,entity_id,entity_name,source_file,page,table_index,table_title,currency,unit_scale
Revenue,1,4.1,4.1,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Operating expenses,1,4.2,4.2,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Finance income,1,10.2,10.2,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Finance charges,1,10.2,10.2,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Revenue,2,235 591 182,235591182.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Cost of revenue,2,(177 918 144),-177918144.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Gross profit,2,57 673 038,57673038.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Operating expenses,2,(44 720 465),-44720465.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Sales and distribution costs,2,(36 383 722),-36383722.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Administration costs,2,(8 124 314),-8124314.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Trading profit,2,12 952 573,12952573.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Finance income,2,160,160.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
,3,2024,2024.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Revenue,3,225 905 337,225905337.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Cost of revenue,3,(171 444 523,171444523.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Gross profit,3,54 460 814,54460814.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Operating expenses,3,(42 284 017,42284017.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Sales and distribution costs,3,(34 342 428,34342428.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Administration costs,3,(7 637 925,7637925.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Trading profit,3,12 176 797,12176797.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Finance income,3,324 310,324310.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Finance charges,3,(1 361 907,1361907.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Revenue,5,8 214 236,8214236.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Cost of revenue,5,862 005,862005.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Administration costs,5,848 768,848768.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Trading profit,5,13 237,13237.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
"Operating profit
Net finance costs",5,9 076 241,9076241.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Finance income,5,9 030 256,9030256.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Finance charges,5,45 985,45985.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
,6,2024,2024.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Revenue,6,8 059 100,8059100.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Cost of revenue,6,(1 879 308),-1879308.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Administration costs,6,(1 880 006),-1880006.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Trading profit,6,698,698.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
"Operating profit
Net finance costs",6,6 179 792,6179792.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Finance income,6,6 192 617,6192617.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Finance charges,6,(12 825),-12825.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,0,=,ZAR,
Monetary gain arising from hyperinflation,1,13,13.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Taxation,1,5.1,5.1,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Basic earnings per share (cents),1,6.1,6.1,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Diluted basic earnings per share (cents),1,6.2,6.2,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Headline earnings per share (cents),1,6.3,6.3,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Diluted headline earnings per share (cents),1,6.3,6.3,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Share of profit from associates and jointly controlled entities,2,108 192,108192.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Monetary gain arising from hyperinflation,2,27 583,27583.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Profit before taxation,2,11 165 065,11165065.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Taxation,2,(2 950 829),-2950829.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Profit for the year,2,8 214 236,8214236.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Shareholders of the company,2,8 174 172,8174172.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Non-controlling interests,2,40 064,40064.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
,2,8 214 236,8214236.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Basic earnings per share (cents),2,"2 435,3",24353.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Diluted basic earnings per share (cents),2,"2 426,7",24267.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Headline earnings per share (cents),2,"2 562,7",25627.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Diluted headline earnings per share (cents),2,"2 553,7",25537.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Dividends per share (cents),2,"1 160,0",11600.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Share of profit from associates and jointly controlled entities,3,128 443,128443.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Monetary gain arising from hyperinflation,3,14 622,14622.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Profit before taxation,3,10 909 684,10909684.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Taxation,3,(2 850 584),-2850584.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Profit for the year,3,8 059 100,8059100.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Shareholders of the company,3,8 010 072,8010072.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Non-controlling interests,3,49 028,49028.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
,3,8 059 100,8059100.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Basic earnings per share (cents),3,"2 392,6",23926.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Diluted basic earnings per share (cents),3,"2 383,4",23834.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Headline earnings per share (cents),3,"2 405,5",24055.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Diluted headline earnings per share (cents),3,"2 396,3",23963.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Dividends per share (cents),3,"1 090,0",10900.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Share of profit from associates and jointly controlled entities,4,9 076 241,9076241.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Share of profit from associates and jointly controlled entities,5,6 179 792,6179792.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,1,1,,ZAR,
Cash generated by operations,1,4.4,4.4,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Finance income received,1,10.2,10.2,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Finance charges paid,1,10.2,10.2,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Acquisition of businesses and subsidiaries,1,8.1,8.1,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
"Payments made to puttable non-controlling interests
Payments to non-controlling interests",1,10.5,10.5,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Cash flows from operating activities,2,8 210 526,8210526.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Cash generated by operations,2,15 768 523,15768523.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Finance income received,2,290 971,290971.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Finance charges paid,2,(1 263 603),-1263603.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Cash flows from investment activities,2,(8 782 307),-8782307.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
"Proceeds on disposal of property, plant and equipment",2,189 986,189986.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Proceeds on disposal of intangible assets,2,1 095,1095.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Acquisition of businesses and subsidiaries,2,(2 459 727),-2459727.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Proceeds on disposal of businesses,2,159 479,159479.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
(Advances to) receipts from associates,2,(63 142),-63142.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
nvestments acquired,2,(51 151),-51151.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Proceeds on disposal of investments,2,41 842,41842.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Payments made to vendors for acquisition’,2,(162 802),-162802.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Cash flows from financing activities,2,494 545,494545.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
including lease incentives),2,(1 503 874),-1503874.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
"Cash and cash equivalents (including bank overdrafts)
at end of the year",2,11 767 619,11767619.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Cash and cash equivalents,2,11 768 592,11768592.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Bank overdrafts included in short-term portion of borrowings,2,(973),-973.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
,2,11 767 619,11767619.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
,3,2024,2024.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Cash flows from operating activities,3,6 941 221,6941221.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Cash generated by operations,3,13 779 988,13779988.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Finance income received,3,313 707,313707.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Finance charges paid,3,(1112 473,1112473.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
Cash flows from investment activities,3,(6 457 038,6457038.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
"Proceeds on disposal of property, plant and equipment",3,185 941,185941.0,E10,Bid Corporation,Bid_Corporation_-_24&25.pdf,2,0,"for the year ended June 30
for the year ended June 30",ZAR,
